Isolat_ name	STATE	PEN	CAL_YR	Serotype (Quellung)	23B1(pneumoCaT)	ST	aroE	gdh	gki	recP	spi	xpt	ddl	BAPS_cluster	n contigs	n_100	n_N50	min	median	mean	N50	max	sum	Isolat_ name	ENA_accession
20690Y09	NY	0.25	2009	15a		63	2	5	36	12	17	21	14	2	133	128	11	101	1488	16146	56087	228232	2066773	20690Y09	ERS1139805
20693y09	OR	0.25	2009	15a		63	2	5	36	12	17	21	14	2	143	135	13	101	1188	15331	54341	129968	2069805	20693y09	ERS1139806
20796y09	TN	0.25	2009	15a		63	2	5	36	12	17	21	14	2	166	160	12	101	756	13237	54073	160259	2118033	20796y09	ERS1139808
20842Y09	TN	0.12	2009	15a		63	2	5	36	12	17	21	14	2	166	161	14	101	596	13117	51236	158273	2111873	20842Y09	ERS1139811
20934Y09	MD	0.25	2009	15a		5004	10	5	36	12	17	21	14	2	142	139	11	101	945	14773	56811	181243	2053577	20934Y09	ERS1139812
20956Y09	MD	0.25	2009	15a		63	2	5	36	12	17	21	14	2	153	144	13	100	1395	14337	51236	149377	2064534	20956Y09	ERS1139813
20983Y09	MD	0.25	2009	15a		63	2	5	36	12	17	21	14	2	148	145	11	103	622	14257	62526	150862	2067271	20983Y09	ERS1139815
21017Y09	NY	0.25	2009	15a		63	2	5	36	12	17	21	14	2	130	126	10	101	1293	16600	62321	257052	2091621	21017Y09	ERS1139816
21036y09	NY	0.25	2009	15a		1191	2	5	36	15	17	21	14	2	154	153	15	101	2313	13454	48241	118216	2058463	21036y09	ERS1139818
21117Y09	MD	0.25	2009	15a		63	2	5	36	12	17	21	14	2	144	143	12	101	1445	14746	45768	270444	2108778	21117Y09	ERS1139822
21171Y09	MD	0.25	2009	15a		63	2	5	36	12	17	21	14	2	140	137	14	101	1446	15081	48612	152052	2066133	21171Y09	ERS1139827
21175Y09	MD	0.25	2009	15a		63	2	5	36	12	17	21	14	2	346	337	11	101	258	6306	56989	217320	2125288	21175Y09	ERS1139828
21203y09	CA	0.12	2009	15a		63	2	5	36	12	17	21	14	2	168	162	16	101	1403	12744	44658	132283	2064578	21203y09	ERS1139829
21209y09	NY	0.5	2009	15a		63	2	5	36	12	17	21	14	2	136	126	11	101	1403	16324	56250	227045	2056898	21209y09	ERS1139830
21225y09	NY	0.25	2009	15a		63	2	5	36	12	17	21	14	2	116	111	10	101	2070	18570	56355	226965	2061343	21225y09	ERS1139831
21237Y09	NY	0.25	2009	15a		63	2	5	36	12	17	21	14	2	128	123	10	107	2471	16802	61971	214800	2066712	21237Y09	ERS1139834
21297Y09	NM	0.25	2009	15a		63	2	5	36	12	17	21	14	2	144	138	12	101	869	15226	46202	242314	2101318	21297Y09	ERS1139838
21447y09	TN	0.25	2009	15a		1191	2	5	36	15	17	21	14	2	131	130	11	101	1420	16118	45830	290433	2095467	21447y09	ERS1139849
21461Y09	TN	0.25	2009	15a		63	2	5	36	12	17	21	14	2	296	280	12	101	191	7616	51235	206626	2132480	21461Y09	ERS1139852
21512Y09	NY	0.5	2009	15a		63	2	5	36	12	17	21	14	2	118	113	12	101	3254	18266	57230	166968	2064103	21512Y09	ERS1139853
21514Y09	NY	0.5	2009	15a		63	2	5	36	12	17	21	14	2	101	98	11	101	2537	21091	65672	157996	2066975	21514Y09	ERS1139854
21526Y09	NY	0.25	2009	15a		63	2	5	36	12	17	21	14	2	124	119	12	101	3527	17336	51160	128558	2063071	21526Y09	ERS1139856
21673Y09	CT	0.5	2009	15a		63	2	5	36	12	17	21	14	2	167	162	11	101	564	12802	53746	224006	2073957	21673Y09	ERS1139860
21700Y09	CT	0.5	2009	15a		63	2	5	36	12	17	21	14	2	187	180	13	101	705	12108	45043	228745	2179512	21700Y09	ERS1139862
21704Y09	CT	0.25	2009	15a		63	2	5	36	12	17	21	14	2	133	129	12	101	1486	16034	54391	139935	2068470	21704Y09	ERS1139863
21750y09	MD	0.25	2009	15a		63	2	5	36	12	17	21	14	2	143	134	12	101	1852	15411	54145	150897	2065076	21750y09	ERS1139868
21762Y09	MD	0.25	2009	15a		63	2	5	36	12	17	21	14	2	141	140	12	101	1052	14794	51236	229120	2071281	21762Y09	ERS1139870
21770Y09	MD	0.25	2009	15a		63	2	5	36	12	17	21	14	2	144	141	12	101	823	14557	51236	181225	2052621	21770Y09	ERS1139871
21819Y09	CO	0.25	2009	15a		63	2	5	36	12	17	21	14	2	134	125	11	101	1363	16515	54959	236268	2064387	21819Y09	ERS1139874
21931Y09	CT	0.25	2009	15a		63	2	5	36	12	17	21	14	2	170	162	11	101	564	12777	56196	229354	2070033	21931Y09	ERS1139885
21947y09	CT	0.25	2009	15a		63	2	5	36	12	17	21	14	2	123	117	10	101	2313	17593	56956	266324	2058456	21947y09	ERS1139886
22013Y09	CA	0.12	2009	15a		63	2	5	36	12	17	21	14	2	133	133	11	103	921	15539	56265	263634	2066691	22013Y09	ERS1139888
22072y09	NY	0.25	2009	15a		63	2	5	36	12	17	21	14	2	140	135	13	103	1495	15258	48480	151513	2059838	22072y09	ERS1139892
22135Y09	OR	0.25	2009	15a		63	2	5	36	12	17	21	14	2	157	153	10	105	575	13477	62321	257009	2062116	22135Y09	ERS1139894
22189y09	TN	0.25	2009	15a		63	2	5	36	12	17	21	14	2	135	133	12	101	1681	15555	51083	158031	2068906	22189y09	ERS1139901
22218y09	NY	0.25	2009	15a		63	2	5	36	12	17	21	14	2	121	117	10	103	1791	17600	56812	266191	2059274	22218y09	ERS1139902
22221y09	NY	0.25	2009	15a		63	2	5	36	12	17	21	14	2	106	102	9	107	3325	20220	68743	305712	2062451	22221y09	ERS1139903
22224y09	NY	0.25	2009	15a		63	2	5	36	12	17	21	14	2	178	170	14	101	481	12466	54341	170319	2119303	22224y09	ERS1139904
22260y09	CT	0.25	2009	15a		63	2	5	36	12	17	21	14	2	333	311	14	102	242	6755	45191	123241	2100986	22260y09	ERS1139907
22277y09	CT	0.5	2009	15a		63	2	5	36	12	17	21	14	2	185	179	15	103	441	11977	43330	197367	2143909	22277y09	ERS1139908
22299y09	CT	0.25	2009	15a		63	2	5	36	12	17	21	14	2	299	294	16	104	245	7120	39888	104040	2093283	22299y09	ERS1139909
22318y09	MD	0.25	2009	15a		63	2	5	36	12	17	21	14	2	155	150	12	100	740	13786	51236	161024	2067939	22318y09	ERS1139910
22388y09	TN	0.25	2009	15a		63	2	5	36	12	17	21	14	2	135	132	12	102	896	15909	62027	264310	2100094	22388y09	ERS1139915
22478y09	NY	0.5	2009	15a		63	2	5	36	12	17	21	14	2	130	125	10	101	1302	16474	62157	226978	2059269	22478y09	ERS1139917
22557y09	NY	0.25	2009	15a		63	2	5	36	12	17	21	14	2	144	141	10	101	649	14693	65502	208709	2071814	22557y09	ERS1139919
22599y09	CO	0.5	2009	15a		63	2	5	36	12	17	21	14	2	106	105	11	155	2758	19692	61929	264020	2067675	22599y09	ERS1139922
22712y09	NY	0.25	2009	15a		5004	10	5	36	12	17	21	14	2	145	144	10	101	665	14266	56354	228857	2054435	22712y09	ERS1139931
22765y09	CT	0.5	2009	15a		63	2	5	36	12	17	21	14	2	153	147	12	122	2471	14027	45273	180260	2062035	22765y09	ERS1139934
22875y09	TN	0.25	2009	15a		63	2	5	36	12	17	21	14	2	114	110	10	100	5252	18661	65726	226866	2052814	22875y09	ERS1139938
22891y09	TN	0.5	2009	15a		63	2	5	36	12	17	21	14	2	117	114	11	110	3252	17991	56250	208541	2051059	22891y09	ERS1139939
22955y09	NY	0.25	2009	15a		63	2	5	36	12	17	21	14	2	118	105	12	104	5252	19648	54391	157817	2063079	22955y09	ERS1139945
23081y09	MD	0.25	2009	15a		63	2	5	36	12	17	21	14	2	555	544	13	101	284	4037	56055	149312	2196345	23081y09	ERS1139947
23117y09	MD	0.25	2009	15a		63	2	5	36	12	17	21	14	2	241	222	17	102	341	9586	44693	130892	2128105	23117y09	ERS1139950
23124y09	MD	0.25	2009	15a		11851	2	5	36	12	17	4	14	2	323	310	16	100	245	6758	44354	123125	2095019	23124y09	ERS1139951
23128y09	MD	0.25	2009	15a		63	2	5	36	12	17	21	14	2	233	228	12	102	306	9122	53804	242959	2079851	23128y09	ERS1139952
23540y09	CT	0.25	2009	15a		63	2	5	36	12	17	21	14	2	154	151	15	108	3635	13572	38948	146080	2049373	23540y09	ERS1139956
27893Y12	NY	0.25	2012	15a		63	2	5	36	12	17	21	14	2	201	177	16	101	786	11536	43794	167953	2041969	27893Y12	ERS1139968
28096Y12	TN	0.12	2012	15a		63	2	5	36	12	17	21	14	2	184	155	19	100	2438	13342	42946	89332	2068144	28096Y12	ERS1139980
28183Y12	NY	0.25	2012	15a		63	2	5	36	12	17	21	14	2	191	169	17	100	967	12150	43654	98481	2053407	28183Y12	ERS1139993
28226Y12	CA	0.12	2012	15a		63	2	5	36	12	17	21	14	2	188	175	14	101	674	11839	44619	183715	2071827	28226Y12	ERS1139995
28376Y12	CO	0.12	2012	15a		63	2	5	36	12	17	21	14	2	137	135	12	102	665	15304	56196	150031	2066108	28376Y12	ERS1140002
28457Y12	NY	0.25	2012	15a		63	2	5	36	12	17	21	14	2	133	126	10	101	1040	16347	56311	226965	2059741	28457Y12	ERS1140007
28474Y12	NM	0.12	2012	15a		63	2	5	36	12	17	21	14	2	160	158	14	101	476	13121	50446	123405	2073189	28474Y12	ERS1140008
28503Y12	CT	0.12	2012	15a		63	2	5	36	12	17	21	14	2	165	156	12	101	1173	13491	56543	123588	2104690	28503Y12	ERS1140012
28535Y12	CT	0.25	2012	15a		1915	2	5	36	4	17	21	14	2	177	147	15	100	2762	13974	44648	177283	2054256	28535Y12	ERS1140016
28628Y12	TN	0.5	2012	15a		63	2	5	36	12	17	21	14	2	167	145	15	101	1613	14176	45124	166732	2055603	28628Y12	ERS1140026
28666Y12	TN	1	2012	15a		11578	5	5	36	12	17	21	14	2	171	156	14	105	921	13411	51191	144610	2092219	28666Y12	ERS1140028
28730Y12	NM	0.5	2012	15a		63	2	5	36	12	17	21	14	2	194	168	17	101	1703	12252	37540	149643	2058353	28730Y12	ERS1140036
28773Y12	TN	0.25	2012	15a		63	2	5	36	12	17	21	14	2	142	139	10	101	897	14867	53707	223844	2066611	28773Y12	ERS1140041
28849Y12	MD	0.5	2012	15a		63	2	5	36	12	17	21	14	2	147	139	11	101	818	15120	55656	214438	2101751	28849Y12	ERS1140046
28856Y12	MD	0.25	2012	15a		63	2	5	36	12	17	21	14	2	134	131	11	100	1420	15779	56249	215207	2067072	28856Y12	ERS1140048
28896Y12	MD	0.25	2012	15a		63	2	5	36	12	17	21	14	2	176	167	16	101	1395	12338	40768	118491	2060564	28896Y12	ERS1140051
28984Y12	CT	0.5	2012	15a		63	2	5	36	12	17	21	14	2	145	141	13	100	1495	14944	51236	214741	2107169	28984Y12	ERS1140059
28996Y12	CT	0.25	2012	15a		63	2	5	36	12	17	21	14	2	139	131	12	101	2313	15787	46790	204303	2068214	28996Y12	ERS1140060
29011Y12	CT	0.25	2012	15a		63	2	5	36	12	17	21	14	2	140	136	12	101	1395	15530	51732	149671	2112201	29011Y12	ERS1140064
29035Y12	MD	0.25	2012	15a		63	2	5	36	12	17	21	14	2	184	180	12	101	691	11696	54765	232851	2105314	29035Y12	ERS1140069
29054Y12	MD	0.25	2012	15a		63	2	5	36	12	17	21	14	2	122	118	11	101	1220	17543	65605	158239	2070094	29054Y12	ERS1140070
29063Y12	MD	2	2012	15a		2613	2	5	36	12	17	1	4	2	159	157	11	101	562	13410	56457	183611	2105486	29063Y12	ERS1140071
29068Y12	MD	0.25	2012	15a		63	2	5	36	12	17	21	14	2	139	133	11	101	1220	15513	54341	232316	2063271	29068Y12	ERS1140072
29136Y12	CO	0.25	2012	15a		63	2	5	36	12	17	21	14	2	145	135	16	100	2313	15560	44497	115911	2100637	29136Y12	ERS1140079
29160Y12	CA	0.12	2012	15a		63	2	5	36	12	17	21	14	2	124	118	10	105	1640	17496	71748	215802	2064594	29160Y12	ERS1140080
29189Y12	CT	0.12	2012	15a		63	2	5	36	12	17	21	14	2	127	123	10	100	1420	16743	62072	208760	2059494	29189Y12	ERS1140083
29192Y12	CT	0.25	2012	15a		63	2	5	36	12	17	21	14	2	130	124	10	101	1395	16565	66773	275169	2054063	29192Y12	ERS1140084
29215Y12	CT	0.25	2012	15b		11852	2	5	36	12	17	380	14	2	203	192	17	105	951	11221	40613	111371	2154476	29215Y12	ERS1140087
29353Y12	CT	0.25	2012	15a		63	2	5	36	12	17	21	14	2	131	123	12	101	2043	16795	56265	128306	2065885	29353Y12	ERS1140096
29377Y12	OR	0.25	2012	15a		63	2	5	36	12	17	21	14	2	103	99	12	100	3252	21180	61991	180543	2096905	29377Y12	ERS1140098
29381Y12	NM	0.25	2012	15a		1191	2	5	36	15	17	21	14	2	184	178	10	100	356	11889	56880	262409	2116400	29381Y12	ERS1140099
29440Y12	NY	0.25	2012	15a		63	2	5	36	12	17	21	14	2	200	194	12	101	368	10697	48278	208776	2075324	29440Y12	ERS1140107
29492Y12	CT	0.25	2012	15a		63	2	5	36	12	17	21	14	2	130	126	12	105	1395	16437	54340	232796	2071143	29492Y12	ERS1140112
29818Y13	CA	0.25	2013	15a		63	2	5	36	12	17	21	14	2	153	145	10	103	818	14229	56492	263991	2063212	29818Y13	ERS1140132
29890Y13	NY	0.25	2013	15a		63	2	5	36	12	17	21	14	2	198	195	11	101	321	10694	62158	165252	2085431	29890Y13	ERS1140141
29952y13	CO	0.5	2013	15a		63	2	5	36	12	17	21	14	2	298	293	12	106	367	7259	50900	215485	2126908	29952y13	ERS1140148
30037Y13	NY	0.25	2013	15a		63	2	5	36	12	17	21	14	2	152	143	13	101	1232	14738	45317	160279	2107659	30037Y13	ERS1140157
30174y13	CT	0.5	2013	15a		63	2	5	36	12	17	21	14	2	162	159	15	101	2073	12966	40184	137930	2061660	30174y13	ERS1140174
30258y13	NY	0.25	2013	15a		63	2	5	36	12	17	21	14	2	135	132	11	101	921	15571	56265	208807	2055490	30258y13	ERS1140179
30361Y13	NY	0.25	2013	15a		63	2	5	36	12	17	21	14	2	133	125	12	101	1495	16607	56277	166589	2075887	30361Y13	ERS1140186
30391Y13	CT	0.25	2013	15a		63	2	5	36	12	17	21	14	2	142	131	14	101	2297	15795	44694	129848	2069218	30391Y13	ERS1140191
30407Y13	CT	0.25	2013	15a		63	2	5	36	12	17	21	14	2	144	135	12	101	900	15242	56265	160975	2057799	30407Y13	ERS1140194
30422Y13	CT	0.12	2013	15a		63	2	5	36	12	17	21	14	2	139	134	11	100	1420	15718	56264	167680	2106229	30422Y13	ERS1140197
30540Y13	CA	0.25	2013	15a		63	2	5	36	12	17	21	14	2	125	119	10	101	2053	17333	72091	215344	2062662	30540Y13	ERS1140208
45289y09	MN	0.25	2009	15a		63	2	5	36	12	17	21	14	2	132	131	14	101	1486	16053	51236	123229	2103073	45289y09	ERS1140218
45367y09	MN	0.25	2009	15a		63	2	5	36	12	17	21	14	2	129	126	11	105	1560	16400	62321	272715	2066461	45367y09	ERS1140222
45373Y09	MN	0.25	2009	15a		63	2	5	36	12	17	21	14	2	113	108	9	100	1501	19116	62601	280514	2064556	45373Y09	ERS1140223
45432y09	MN	0.25	2009	15a		63	2	5	36	12	17	21	14	2	169	163	13	105	490	12938	51236	130585	2108903	45432y09	ERS1140225
46644y09	GA	0.12	2009	15a		63	2	5	36	12	17	21	14	2	163	155	13	101	777	13341	54145	140069	2067962	46644y09	ERS1140231
46929y09	GA	0.25	2009	15a		8793	2	5	384	12	17	21	14	2	117	114	11	101	2313	18044	56642	257010	2057091	46929y09	ERS1140234
46979y09	GA	0.25	2009	15a		63	2	5	36	12	17	21	14	2	162	157	12	101	772	13161	50446	215599	2066372	46979y09	ERS1140237
47520y09	CT	0.25	2009	15a		63	2	5	36	12	17	21	14	2	126	122	12	101	1495	16949	56250	232953	2067888	47520y09	ERS1140244
48164y09	MN	0.25	2009	15a		63	2	5	36	12	17	21	14	2	133	123	13	101	2313	16816	51160	152107	2068388	48164y09	ERS1140249
48169y09	MN	0.25	2009	15a		63	2	5	36	12	17	21	14	2	334	319	15	100	223	6536	45109	119555	2085167	48169y09	ERS1140250
48631Y09	MN	0.25	2009	15a		63	2	5	36	12	17	21	14	2	129	124	11	101	1232	16642	56267	155006	2063609	48631Y09	ERS1140256
48649Y09	MN	0.5	2009	15a		8324	2	5	36	12	17	21	540	2	165	160	14	105	921	13173	45273	149228	2107835	48649Y09	ERS1140258
48715y09	MN	0.25	2009	15a		63	2	5	36	12	17	21	14	2	117	113	10	106	2313	18247	56268	290136	2062000	48715y09	ERS1140262
48909y09	GA	0.5	2009	15a		63	2	5	36	12	17	21	14	2	146	143	13	101	1232	14452	47093	172779	2066670	48909y09	ERS1140268
48931y09	GA	0.25	2009	15a		1191	2	5	36	15	17	21	14	2	139	136	11	100	1220	15192	56227	200417	2066128	48931y09	ERS1140269
49754y09	GA	0.12	2009	15a		4907	2	9	36	12	17	21	14	2	146	139	14	105	921	14904	48747	154108	2071768	49754y09	ERS1140274
50185y09	GA	0.12	2009	15a		63	2	5	36	12	17	21	14	2	151	143	12	101	596	14493	54341	158274	2072587	50185y09	ERS1140285
50348y09	GA	0.12	2009	15a		63	2	5	36	12	17	21	14	2	212	209	15	103	427	9933	38934	127266	2076124	50348y09	ERS1140286
50447y09	MN	0.5	2009	15a		63	2	5	36	12	17	21	14	2	400	383	14	101	252	5538	51236	120693	2121429	50447y09	ERS1140287
50453y09	MN	0.5	2009	15a		63	2	5	36	12	17	21	14	2	162	158	11	101	499	13100	57427	210179	2069899	50453y09	ERS1140288
50520y09	GA	0.12	2009	15a		63	2	5	36	12	17	21	14	2	344	327	13	101	236	6434	53746	123055	2104203	50520y09	ERS1140290
50927y09	MN	0.25	2009	15a		8324	2	5	36	12	17	21	540	2	161	154	14	103	1101	13688	45068	149195	2108064	50927y09	ERS1140292
50965y09	MN	0.25	2009	15a		63	2	5	36	12	17	21	14	2	152	149	13	105	890	14154	54327	148984	2108976	50965y09	ERS1140294
50971y09	MN	0.5	2009	15a		63	2	5	36	12	17	21	14	2	152	149	15	101	1232	14117	50941	104393	2103523	50971y09	ERS1140295
51016y09	MN	0.25	2009	15a		8324	2	5	36	12	17	21	540	2	129	123	13	100	1215	17070	55259	139823	2099714	51016y09	ERS1140297
51021y09	MN	0.25	2009	15a		8324	2	5	36	12	17	21	540	2	106	105	14	110	2084	20084	58664	131523	2108854	51021y09	ERS1140298
51027y09	MN	0.12	2009	15a		63	2	5	36	12	17	21	14	2	82	78	9	103	8131	26382	69185	305285	2057796	51027y09	ERS1140299
51040y09	MN	0.25	2009	15a		63	2	5	36	12	17	21	14	2	110	107	14	116	7095	19698	48316	155165	2107753	51040y09	ERS1140302
58680Y12	GA	0.25	2012	15a		63	2	5	36	12	17	21	14	2	207	175	17	101	2062	12034	41987	163294	2105997	58680Y12	ERS1140306
58681Y12	GA	0.5	2012	15a		63	2	5	36	12	17	21	14	2	193	172	15	100	640	11970	43791	176569	2058872	58681Y12	ERS1140307
58690Y12	GA	0.25	2012	15a		63	2	5	36	12	17	21	14	2	180	151	12	100	1040	13827	50997	237497	2087918	58690Y12	ERS1140308
59282Y12	GA	0.5	2012	15a		63	2	5	36	12	17	21	14	2	186	163	17	102	1258	12619	40770	108910	2056994	59282Y12	ERS1140311
59456Y12	GA	0.25	2012	15a		63	2	5	36	12	17	21	14	2	217	199	16	101	596	10389	40819	132262	2067585	59456Y12	ERS1140315
59458Y12	GA	0.5	2012	15a		11853	2	5	9	12	94	21	14	2	268	208	16	100	417	9990	45008	176793	2078018	59458Y12	ERS1140316
59462Y12	GA	2	2012	15a		2613	2	5	36	12	17	1	4	2	217	192	17	100	847	10897	42654	101309	2092318	59462Y12	ERS1140317
60186Y12	GA	0.25	2012	15a		63	2	5	36	12	17	21	14	2	350	336	12	100	158	6400	45350	272730	2150642	60186Y12	ERS1140333
60189Y12	GA	0.5	2012	15a		11853	2	5	9	12	94	21	14	2	271	221	16	100	644	9486	34732	123824	2096424	60189Y12	ERS1140336
60546Y12	MN	0.5	2012	15a		1191	2	5	36	15	17	21	14	2	138	135	14	101	1495	15247	47795	118260	2058439	60546Y12	ERS1140344
60557Y12	MN	0.25	2012	15a		63	2	5	36	12	17	21	14	2	146	141	10	101	792	14647	57117	283728	2065353	60557Y12	ERS1140346
60559Y12	MN	0.25	2012	15a		63	2	5	36	12	17	21	14	2	152	149	14	102	929	14126	45286	139917	2104915	60559Y12	ERS1140348
60577Y12	MN	0.25	2012	15a		1191	2	5	36	15	17	21	14	2	302	277	16	101	270	7513	43364	109778	2081169	60577Y12	ERS1140351
60748Y12	GA	0.12	2012	15a		63	2	5	36	12	17	21	14	2	185	151	17	100	2038	13645	40724	128326	2060464	60748Y12	ERS1140355
61031Y12	GA	0.5	2012	15a		63	2	5	36	12	17	21	14	2	195	174	18	101	818	11833	40770	109120	2058978	61031Y12	ERS1140356
61524Y12	GA	0.25	2012	15a		63	2	5	36	12	17	21	14	2	132	127	12	101	818	16246	64269	149259	2063313	61524Y12	ERS1140369
61935Y12	MN	0.25	2012	15a		63	2	5	36	12	17	21	14	2	135	132	9	101	818	15689	57284	281604	2071016	61935Y12	ERS1140372
61938Y12	MN	0.25	2012	15a		63	2	5	36	12	17	21	14	2	125	119	13	101	2313	17682	56642	140155	2104200	61938Y12	ERS1140373
61968Y12	MN	0.25	2012	15a		63	2	5	36	12	17	21	14	2	135	130	13	101	1486	15898	53746	164451	2066772	61968Y12	ERS1140379
62252Y12	GA	0.5	2012	15a		63	2	5	36	12	17	21	14	2	176	171	13	100	596	12401	45788	233501	2120632	62252Y12	ERS1140388
62258Y12	GA	0.25	2012	15a		63	2	5	36	12	17	21	14	2	139	137	11	101	818	15068	51236	176036	2064388	62258Y12	ERS1140389
62528Y12	TN	0.25	2012	15a		63	2	5	36	12	17	21	14	2	132	132	9	101	1420	15604	62321	264942	2059787	62528Y12	ERS1140400
62619Y12	MD	0.25	2012	15a		63	2	5	36	12	17	21	14	2	199	187	13	102	418	11304	51236	123400	2113907	62619Y12	ERS1140402
62622Y12	MD	0.25	2012	15a		63	2	5	36	12	17	21	14	2	126	123	14	101	2351	17109	54265	123087	2104433	62622Y12	ERS1140403
63066Y12	MN	0.5	2012	15a		63	2	5	36	12	17	21	14	2	131	127	15	100	2471	16559	51160	115940	2103093	63066Y12	ERS1140418
63235Y12	TN	0.5	2012	15a		63	2	5	36	12	17	21	14	2	160	153	11	102	665	13507	51236	242957	2066684	63235Y12	ERS1140436
63473Y13	GA	0.25	2013	15a		63	2	5	36	12	17	21	14	2	169	167	11	100	652	12624	56196	220877	2108319	63473Y13	ERS1140444
63499Y12	MD	0.25	2012	15a		63	2	5	36	12	17	21	14	2	137	134	13	101	1273	15386	51593	181710	2061852	63499Y12	ERS1140445
63507Y12	MD	0.5	2012	15a		63	2	5	36	12	17	21	14	2	131	124	14	101	2313	16988	54341	147596	2106584	63507Y12	ERS1140447
63516Y12	MD	0.5	2012	15a		63	2	5	36	12	17	21	14	2	119	116	11	101	2313	18171	62268	156694	2107923	63516Y12	ERS1140449
63633Y13	GA	0.25	2013	15a		63	2	5	36	12	17	21	14	2	153	148	14	101	1274	13986	45593	140048	2070040	63633Y13	ERS1140455
63913Y12	TN	0.5	2012	15a		63	2	5	36	12	17	21	14	2	152	148	12	104	1446	13958	56196	170839	2065811	63913Y12	ERS1140457
63925Y12	TN	0.25	2012	15a		9939	299	5	36	12	17	21	14	2	172	166	15	101	652	12696	45289	107690	2107614	63925Y12	ERS1140459
63955Y13	GA	0.25	2013	15a		63	2	5	36	12	17	21	14	2	150	145	13	101	1495	14524	51235	140123	2105984	63955Y13	ERS1140463
64034Y12	MN	0.5	2012	15a		4561	2	5	36	12	17	3	14	2	155	150	13	102	1219	14031	51112	155437	2104782	64034Y12	ERS1140472
64163Y13	GA	0.25	2013	15a		63	2	5	36	12	17	21	14	2	118	110	11	101	2534	18754	55656	280036	2062959	64163Y13	ERS1140475
64405Y13	GA	2	2013	15a		2613	2	5	36	12	17	1	4	2	181	175	14	101	596	12071	48988	152410	2112504	64405Y13	ERS1140484
64442y13	GA	0.5	2013	15a		2105	2	5	36	12	17	21	4	2	132	128	12	101	1486	16323	54341	223978	2089466	64442y13	ERS1140490
64645y12	MD	0.25	2012	15a		63	2	5	36	12	17	21	14	2	122	115	11	101	1495	17938	56461	233386	2062954	64645y12	ERS1140497
64667y13	MD	0.5	2013	15a		63	2	5	36	12	17	21	14	2	142	137	12	101	792	15110	46273	224052	2070116	64667y13	ERS1140500
64686y13	MD	0.5	2013	15a		63	2	5	36	12	17	21	14	2	142	137	12	101	1220	15427	54960	222301	2113520	64686y13	ERS1140502
64693y13	MD	0.5	2013	15a		63	2	5	36	12	17	21	14	2	150	147	14	101	797	14332	47413	123132	2106867	64693y13	ERS1140503
64695y13	MD	0.25	2013	15a		63	2	5	36	12	17	21	14	2	145	139	12	101	1220	14873	54085	160881	2067381	64695y13	ERS1140504
64852Y13	TN	0.25	2013	15a		9939	299	5	36	12	17	21	14	2	177	166	15	101	1047	12717	45276	123186	2111048	64852Y13	ERS1140515
64876Y13	TN	0.5	2013	15a		63	2	5	36	12	17	21	14	2	135	128	12	101	2441	16370	51160	178891	2095450	64876Y13	ERS1140518
65173Y13	MN	0.25	2013	15a		63	2	5	36	12	17	21	14	2	145	139	10	104	639	14849	62155	272668	2064057	65173Y13	ERS1140535
65395Y13	TN	0.25	2013	15a		63	2	5	36	12	17	21	14	2	136	134	10	101	918	15325	62321	257047	2053581	65395Y13	ERS1140539
65425Y13	GA	0.5	2013	15a		63	2	5	36	12	17	21	14	2	147	143	9	100	688	14711	73600	255694	2103729	65425Y13	ERS1140542
65503Y13	GA	0.5	2013	15a		63	2	5	36	12	17	21	14	2	150	144	11	104	407	14378	56267	232551	2070522	65503Y13	ERS1140544
65639Y13	MD	0.25	2013	15a		63	2	5	36	12	17	21	14	2	157	148	14	101	1180	14236	54668	167113	2107058	65639Y13	ERS1140546
65645Y13	MD	0.25	2013	15a		63	2	5	36	12	17	21	14	2	124	121	11	101	1446	17050	54341	215232	2063066	65645Y13	ERS1140548
65672Y13	MD	0.25	2013	15a		63	2	5	36	12	17	21	14	2	131	125	10	101	1409	16480	56236	262922	2060082	65672Y13	ERS1140553
65684Y13	MD	0.25	2013	15a		63	2	5	36	12	17	21	14	2	302	272	12	100	212	7668	56812	150310	2085701	65684Y13	ERS1140556
65694Y13	MD	0.25	2013	15a		63	2	5	36	12	17	21	14	2	269	264	12	103	384	7980	54072	257600	2106877	65694Y13	ERS1140557
65711Y13	GA	0.25	2013	15a		63	2	5	36	12	17	21	14	2	206	188	13	110	353	11020	45695	149292	2071880	65711Y13	ERS1140559
65780y13	TN	0.25	2013	15a		63	2	5	36	12	17	21	14	2	158	152	13	101	709	13868	44756	284010	2107968	65780y13	ERS1140562
65995Y13	MN	0.25	2013	15a		63	2	5	36	12	17	21	14	2	142	136	14	101	1506	15479	54341	123274	2105230	65995Y13	ERS1140575
66022Y13	MN	0.5	2013	15a		8324	2	5	36	12	17	21	540	2	115	109	13	101	5252	18919	54341	123941	2062193	66022Y13	ERS1140580
66033Y13	MN	0.25	2013	15a		8324	2	5	36	12	17	21	540	2	139	136	15	101	1446	15486	53737	157727	2106159	66033Y13	ERS1140584
66091y13	TN	1	2013	15a		11578	5	5	36	12	17	21	14	2	145	135	12	101	921	15524	51236	176441	2095740	66091y13	ERS1140593
66222y13	MD	0.25	2013	15a		63	2	5	36	12	17	21	14	2	341	326	13	101	201	6399	45976	177769	2086234	66222y13	ERS1140595
66700Y13	MN	0.5	2013	15a		63	2	5	36	12	17	21	14	2	119	117	13	102	1855	17637	53576	224097	2063570	66700Y13	ERS1140614
